Voltage (V),Current (A),Power (MW),Reactive Power (MVAR),Frequency (Hz),Power Factor (PF),Load Demand (MW),Generation Capacity (MW),Transformer Temperature (°C),Line Impedance (Ω),Short-Circuit Current (kA),Circuit Breaker Status,Relay Trip Signals,Weather Temperature (°C),Weather Humidity (%),Wind Speed (m/s),Rainfall (mm),OUTAGE.START.DATE,Time Hour,Time Day,Time Season,Blackout History (0/1),Blackout
229.24478047472672,40.83808084518758,607.5343401956898,127.54361873009123,51.0012137338224,1.0,427.6577313095504,466.99104139951305,73.7869132861042,0.6733441339384263,15.87637613431154,1,0,34.34327029218314,37.67183041452073,4.378445642424644,5.7162058783004195,2023-01-28 02:00:00,14,3,3,1,0
225.51650941008262,53.27879524159357,600.5924511796417,79.37949449705386,50.0011158110812,0.9466917032726783,617.9711288024265,548.9784478658222,68.72245013242511,0.45346774816589225,7.566074846312961,0,1,29.871331025803762,82.26090829831045,5.090933052466387,2.116188842919216,2023-01-30 19:00:00,4,23,3,0,1
223.19296229388686,47.060330523358175,475.69388011191336,80.6659621859468,50.771368183639886,0.9904629314061649,511.44271981341416,517.6382020581543,99.35985124229244,0.4651892654798703,11.513188237012864,1,0,22.874837465481633,55.67225287206652,4.469107243548994,5.48883244060352,2023-01-23 02:00:00,4,13,3,0,0
213.217090976883,68.07196643637886,400.4826040100763,123.28120305171875,50.328464533171044,0.970604173243573,394.24250634723296,710.0888789603684,102.48782415910065,0.5030268671108619,10.932294260989908,1,1,31.191887024205823,54.54749633451742,6.076265098706869,4.032464003920909,2023-03-07 13:00:00,2,3,1,1,0
214.92089090510802,52.12574030632215,479.93607011745684,94.46221288462392,50.591774551290804,0.9256416408485427,418.53584043163323,501.4734085069642,87.07425749156648,0.3612246918998563,10.639775935708823,1,0,25.317508433086193,66.21019412917036,7.768280248092927,0.4337816428199993,2023-03-07 22:00:00,8,17,3,1,0
223.07683742006526,66.29166364900945,521.0303040221995,99.10786935633998,49.9380538183824,0.953564363027473,430.252429164031,494.26834994107327,64.18890652175887,0.4356846002798888,12.797249221118829,0,1,34.5415552060592,76.34052433437556,5.194857592391022,5.812460256616403,2023-03-13 19:00:00,19,10,0,0,0
221.3369615703595,48.704827531365595,567.0911248276875,77.40300285562881,49.11006244589591,1.0,543.8202950669955,522.002733980403,86.73900931574208,0.5215662787486064,11.149385987415199,0,1,22.175420379199643,103.00660225781962,4.596643944977778,0.7421219000341006,2023-02-24 02:00:00,15,9,3,0,1
208.49039417632207,45.12771435886448,429.5271564389116,104.16645017251184,48.9925493837467,1.0,435.0718201551663,565.6498035250646,83.65358709050071,0.4231676506303372,8.062351771930011,1,0,38.72084068073647,54.773912557433775,6.563023451244848,3.7026146951105137,2023-01-20 15:00:00,2,1,1,1,0
224.74777067720663,54.322629506341556,674.8137069120835,79.97370691604067,50.03039268625065,0.9808714315463661,448.26662126420337,433.3429445574503,66.07535032284342,0.34603743057940395,12.00627400661113,1,1,25.740970009086652,61.464122116916215,8.437843147446024,4.487643219814501,2023-02-26 00:00:00,6,14,1,1,0
216.88650240089703,64.52467534470745,584.9611988516212,96.63481731024918,50.40428550344506,0.9945850290534787,624.4261511065367,456.0934667167984,69.50445604140414,0.6817310819725607,13.49180726437124,1,1,27.95831659677158,57.254482725094654,5.1996273376432836,0.8002114343446726,2023-01-13 01:00:00,23,9,3,1,1
216.26394160426088,33.1265565288929,292.5359962453632,104.64189275857075,49.35237068966644,0.9805800780774842,567.1648922362389,488.74225746053094,80.81373059338924,0.5009290068306694,9.435680928025072,1,1,39.067319286492754,57.970941889436034,-0.25704228079591473,0.03266206016729244,2023-03-07 01:00:00,23,16,1,1,1
225.1498040879058,49.02084753557096,474.30548748782184,80.35351455446448,50.471798888136476,0.8735704351870357,509.4833458028662,550.5701190749777,87.556775257411,0.3767545609169774,10.56902396504329,0,0,26.512417146819402,48.36192750830636,2.5544731535522485,0.6483491597537978,2023-03-10 01:00:00,5,14,0,1,0
221.11942012139565,36.73527871688917,319.6137207437635,119.27850846111141,50.117129632228384,0.9176063855176739,555.7469030188568,381.27134865691335,72.89511969462967,0.5655919139658836,10.197774431710368,1,1,35.62916089505875,76.58903192936563,6.75969184791378,6.039886803240912,2023-01-26 19:00:00,15,1,2,0,1
214.48395817139158,62.49618905296667,455.97407956136,99.75403101383885,50.48046608930413,0.9249004019909397,471.7050770260671,442.749139360784,72.38212326375904,0.7890642990399137,10.194872573957317,1,0,23.324266941695708,45.26409283347457,1.5513126392070307,0.6819843345980423,2023-03-01 11:00:00,3,25,3,0,0
217.1316899655988,50.759552679160876,599.7632076920245,100.98656331589687,51.02709692062803,0.9474022614549611,532.9592562216277,581.2626377337112,90.86114131421311,0.5912602314029743,11.429633376960146,1,0,27.259185605299255,73.91960306130066,4.419769270001183,0.3322958331080852,2023-01-28 12:00:00,8,12,1,1,0
212.90817133533483,46.698799060335496,498.2993925516169,70.47474911996441,49.43943299362104,0.9378812270947444,502.123729963475,657.2749666248874,94.75705101230074,0.44311714124434093,8.810359379091848,1,1,26.38833188074898,80.55912572235158,4.300184339051578,0.24472436117769625,2023-03-03 22:00:00,22,7,2,1,0
207.04478853927546,33.687241845390545,361.070126978901,52.30188982098835,50.09062697417252,1.0,394.4862722953315,545.3183695699299,66.39997524877698,0.5587042424067834,10.486443146504453,1,0,37.85195920168908,76.87209460046815,1.5132894572976534,3.9940789619355366,2023-02-26 11:00:00,18,12,2,0,0
219.47775390731263,53.30851304615578,394.61645046356546,35.57967288028573,50.707602263350914,0.9985965171720317,402.68061533548735,666.4201272523587,63.78171199587416,0.5824884037728785,9.662908168192885,0,1,30.151893382064795,60.19717182839652,6.959954080718656,1.2375244009752517,2023-03-14 12:00:00,16,19,0,0,0
224.28829811601008,50.20886488295962,718.4096733380456,127.819447160028,49.23721414596946,0.899640250623651,369.86296380093574,731.7730003008564,75.3094808826783,0.34748943589856396,11.050225885771631,0,1,30.561660341936026,76.58710955119194,5.535242105125329,8.803199629865938,2023-01-15 16:00:00,23,7,0,0,0
219.2216138230396,56.17005949576698,612.7780250633898,100.50770555944544,50.158476003492055,0.9536144173562434,528.4652840975139,545.2213003362864,74.96087490704922,0.6134924281599199,9.98317266805727,1,1,28.38368870306255,60.67423435531065,3.6427587649262363,0.5709129545129866,2023-01-23 23:00:00,8,10,0,0,0
226.78120014285412,33.37508011964326,374.21318440911125,99.57510441447516,49.671687964600146,0.9316462676990908,612.4538008525701,456.4694630378335,65.53199905818668,0.5966883416755744,11.567646811493317,0,1,25.290986338375223,56.50839934960242,6.877221539387968,3.961949259259441,2023-01-03 17:00:00,4,29,3,0,1
213.1656065079229,48.89334631442671,461.4327369022152,89.87621877829328,49.78246137921184,0.9890587668143799,451.99125397436865,793.5960159383488,84.8959932959047,0.6969656684951095,9.349091342189988,1,0,26.71563358853303,78.46950807436025,3.195667276990479,3.3138354616342105,2023-02-26 04:00:00,21,23,0,0,0
214.96991309250149,50.22465892812046,473.7340479683832,91.0407732310005,49.96344634899553,0.8777240926127338,575.4720064625353,564.4858220598322,71.58800267306704,0.41005520237403253,9.78283167643922,1,1,32.37624964502917,81.47179531181783,1.1240533710232947,5.395834647049316,2023-01-14 12:00:00,21,1,2,0,0
218.77921682354676,58.760467925297945,529.0947364339486,86.2865016481974,50.515690262638664,0.8973835265198402,446.1664579075779,622.1458104015377,71.48325757156229,0.3756641262390646,8.046644609385291,0,1,23.22700169463679,56.299749486173816,3.343865613548026,1.7050178021305638,2023-02-17 06:00:00,12,2,1,0,0
222.26185898124868,65.88626928043595,565.4431027105621,69.55331363436511,49.85644524756883,0.9395897371005016,350.4265233043768,501.7758175821461,72.37183157473885,0.6338249630762076,10.699261083339255,0,1,36.18898251905805,86.77544687420162,3.1972961147527528,7.667812947182085,2023-03-10 11:00:00,6,22,0,0,0
224.58930973527387,41.328697842890996,549.365484764315,101.6597483762502,50.237667462713745,1.0,329.4835926768883,695.6101589693534,63.44991502600097,0.6921237417089613,8.308132719794063,1,0,32.318569396377235,58.710907912547555,5.90082832263141,2.2149325019845323,2023-01-11 11:00:00,20,11,2,0,0
223.79577580151323,46.25177943378194,596.9569025752907,107.3151997218583,50.00378009019707,0.9069780765966583,378.82506137142593,702.9562596321239,78.6543184282471,0.6683972030069338,5.837317222714577,0,0,35.321379359222355,65.50030160782613,4.782913336954805,1.9266259529487861,2023-02-26 09:00:00,16,20,1,1,0
223.2718282817703,58.18777643754861,474.36593216275077,98.82559145790742,50.28853609191757,0.956396360118729,422.2085543551557,611.4955333010224,71.69947264755999,0.520541327045775,8.794084382237164,0,1,24.713477062343433,64.48726459436169,5.536586437913071,12.272747275073517,2023-01-26 10:00:00,8,19,3,0,0
219.13526970038288,40.542539393032186,652.8747850540908,99.35905011672573,49.63977246466247,0.9112865038797973,707.2058348946746,494.5625582973438,62.41703614749095,0.7060826563902659,10.25983780882256,1,1,20.195774292659042,84.34313976706814,1.937079146954586,7.2006874092548285,2023-02-27 02:00:00,22,25,0,0,1
224.67839196573732,36.613942002767516,493.1876574832047,73.26862999370161,49.708969332953494,0.964195552936819,364.9137730662669,437.0856514556595,57.03723433222464,0.6376522659738668,9.397561711893635,1,0,30.888304982344945,61.176517607963994,5.4913264827544985,10.543550933401157,2023-01-29 06:00:00,0,5,3,0,0
216.9329866822953,59.51549770574043,500.31477269063265,116.23411143226531,50.3192716586338,0.9089159586847488,476.1429377105696,416.26738016986576,79.33046378603947,0.5835969924272277,7.3087441633437065,1,1,28.36315654528124,34.90994422913998,5.314938484669073,0.5884375824669632,2023-02-25 16:00:00,23,11,0,0,1
220.85208111187742,47.32358909101207,359.9929276816991,79.44152469978522,50.32306483801209,0.8936357238146535,569.1055107644725,544.4784619603499,48.4491798212051,0.4606607562044264,9.985525373100929,0,1,34.726071561251906,64.65274827162398,7.678792244878315,0.25986357736942156,2023-02-25 19:00:00,19,25,0,1,0
218.5415312510336,50.188496229448475,436.7244970114961,64.52060767775741,50.33113149107981,0.9160277507541125,426.4224872075416,376.6436077034559,85.43776956401756,0.5613536129185188,8.079978955624343,0,1,26.732003574091642,49.729786612310185,5.54729197493958,1.2963050948752943,2023-01-02 05:00:00,8,8,2,0,1
225.9351515278019,57.45005312877281,551.7994776391452,98.50146887763104,49.33802445789022,0.9258007830199723,507.8148994293859,453.37366136392086,65.76570794278608,0.6383057398581605,9.161732412822191,0,0,32.53649992814876,64.52683246195775,2.3890759554536523,6.244993539053772,2023-02-16 17:00:00,5,30,1,1,1
215.1273534766468,44.66399693560833,402.1259163690234,107.0754126178278,50.3422430667765,0.9222703379783723,529.6912126256859,521.2654464148654,75.19259309031213,0.5878213998154995,10.453167858054616,1,0,29.0865511665934,37.20729992638373,2.621832585309701,0.8178125037097741,2023-03-13 05:00:00,5,17,3,1,0
227.7496720250877,34.970296716048466,487.7942867878723,150.01800995868564,50.15070353489056,0.9234294299430788,383.6711506213346,501.5124822805409,59.9139054562029,0.2245478371601627,7.079428187882376,0,0,28.64994006274399,41.33456273775318,6.32760715741273,6.844520099128658,2023-01-06 15:00:00,3,26,1,1,0
225.6328251477388,41.681777917695555,521.0668465203111,120.4007301380418,49.8462142914421,0.9838497048687527,403.00250808534383,529.6897876034315,84.28072006660689,0.5234194151498205,8.666761445010556,1,1,31.018461392382296,50.88886128485797,4.3478793550959605,6.298817117842615,2023-01-28 03:00:00,10,6,2,1,0
232.94781821009306,45.86384334370357,542.3889482443986,76.93831336520435,50.33454260513376,0.8736269321940647,470.0671716637326,599.2740176305772,59.82050885053297,0.3510390387648997,8.865609697969798,0,0,31.408479569136766,56.98774148187525,2.9823374350987475,0.1434005843983169,2023-03-10 17:00:00,15,21,0,0,0
223.60836032021618,43.94139179241107,709.3197932209945,130.97278590048074,49.33996140613135,0.9301225651727111,481.3610935426098,477.08177097723456,72.75693172056354,0.40346038408182994,10.283118533791589,0,1,35.89362043292811,47.38780797660326,6.353724274668825,0.10774642469200765,2023-01-29 08:00:00,3,27,1,1,0
218.04120925478088,50.522584904974835,380.02747349097865,72.55841625460772,49.11592154412338,0.9063607523236178,508.5626369929825,381.6982191255526,61.81598617526534,0.6081580728364782,10.206432519531836,1,1,25.62517491659915,67.02536884445594,6.708140501423907,8.5910671698825,2023-03-11 16:00:00,16,2,3,0,1
222.82754822815772,53.67619840209711,378.34191958642907,100.44678478637216,50.39010086059304,0.9005563826182208,328.4396383983452,512.2091953668681,65.56059356667564,0.6532783884768105,8.82941893736726,1,1,33.47457405455695,63.46390146059483,5.4420504623020935,0.801484237483937,2023-03-02 14:00:00,16,30,3,1,0
220.92275651598518,53.38023481101708,670.4102078059118,108.9965442745302,49.940220621686805,0.9157878909742377,624.1793389152072,480.01773164045323,62.12621406864655,0.4380128929375448,10.320288329830749,0,0,20.5068932715609,63.04151402435071,4.90541870858293,6.1684328204771335,2023-03-04 05:00:00,14,17,2,1,1
219.87486520627428,38.38216156087636,448.17473611387976,121.45083599145518,50.00153005836928,0.9549507224743629,524.2565676680598,434.0561813204689,90.91215290882293,0.5455045094242221,7.899231785300387,1,0,23.455780789985006,53.329507803825805,6.260611832914852,8.534817367917661,2023-02-24 14:00:00,2,3,2,1,1
217.94061516938766,52.61250531233856,478.28689250537974,117.16278141868031,50.062774293325575,1.0,608.018065975724,598.4284753263752,77.75093476943754,0.39889628699542695,10.601173849278263,0,1,27.03628135294026,59.4026913582735,4.947407598268718,3.0143211523173283,2023-01-24 03:00:00,16,11,3,0,0
214.9513464764503,36.14012057601002,457.13454730834667,94.04266390086278,49.09217551206059,0.9750056414810433,465.6604280241584,497.46518662869926,79.70392742009156,0.31545761151954643,8.012349422285457,1,0,24.33510952654366,65.5025230324822,5.34575792186917,0.928164188845576,2023-03-08 11:00:00,1,31,3,1,0
209.38052137845096,48.19608318237592,815.2056734512084,109.14648562173531,49.98589106053139,0.8870467544275903,548.751261771808,429.570481334841,74.57551470988244,0.4540524568047356,11.159162495969609,1,0,28.371701597031993,60.50181180302228,7.8055286211614,1.99447807094404,2023-01-16 22:00:00,7,13,1,0,1
221.7057598740832,51.94736194718775,424.02968825197127,92.50931698499498,49.04540127051138,0.8924386671246427,524.387611964089,592.3070324135579,63.12869667716676,0.6141830927736234,12.708421850490167,1,0,30.933074130367846,48.808184811224464,4.747675742042321,2.3843048982921515,2023-01-08 05:00:00,21,4,0,1,0
219.62777042116917,51.429430947637066,503.94470482407394,97.16484891944923,49.513850877632585,0.9710268352952034,417.2752685875713,598.3304237088713,63.31509107900733,0.3636595752662486,7.82274455865275,1,1,36.82434686927536,70.90670645008115,6.1372691671259,1.5736196510552047,2023-01-05 13:00:00,17,12,3,0,0
220.09209189594776,48.441018220633325,345.71967817571004,119.514267553385,50.44567195080263,0.9312008210324066,411.16356945227074,423.1987035410719,79.38023605328097,0.41140374320001105,8.929671465664725,1,1,24.80513258142618,72.64725558894737,4.671805497775207,1.035128189048916,2023-01-24 18:00:00,7,2,0,0,0
220.23699335658208,55.75205016106566,461.1756946478461,108.83493472755114,49.164119363335914,0.9266130658070708,392.29927071507336,568.2712760556137,69.86603319223939,0.5009511839940994,10.799169106415519,1,1,27.351979755988538,56.813888642726916,3.485182688041176,0.45270765777831823,2023-01-23 07:00:00,9,12,1,0,0
217.58628238908983,54.35975389500046,738.1713531732546,114.14915421728762,50.20008480260025,0.9591457281810127,275.41450177078514,657.413582415011,78.42853465781648,0.43418911906172336,9.739608934390477,0,0,33.44753414164529,61.28710649885082,6.5077992745472715,2.80830047142426,2023-03-08 20:00:00,11,25,0,0,0
220.6001566335913,49.379959906339685,426.7031100876241,130.01686060560758,51.09286530836129,0.9372406414242858,479.7978418418591,660.6232359262553,74.8405027302323,0.5243620021489824,10.460361612458438,0,0,24.308689325209507,64.3383291137493,2.979548141895734,2.248951904851161,2023-02-12 19:00:00,3,3,0,1,0
216.93605654757806,54.63206292099123,441.99836673463153,87.99228614257788,49.5592831473865,0.9557798369339954,489.1280667815692,546.0656154705202,78.07309353736338,0.3678766262336308,10.037555446775894,1,1,33.41708615619446,61.33506165830223,3.863060997251162,2.781983088696822,2023-02-06 00:00:00,17,29,3,1,0
224.2621666739811,32.30924095110882,468.96922946150966,104.63214948336184,50.315437801798076,0.8893671433688343,413.16067508048593,555.8299814932768,69.16439452103927,0.5715917140485565,9.241041487976512,1,1,28.07142315480796,40.15825537910644,4.256981548996324,1.4938036445187333,2023-01-10 23:00:00,19,10,1,1,0
219.86743062275391,72.31300146192632,368.41841835724927,114.57037287029073,49.621997990271694,0.977000890086157,510.9237781660395,606.903127553084,72.17687958075071,0.3227972171575958,9.588696176293228,0,0,29.453154667947707,78.93938778523572,5.8679441606927085,0.4002831617542444,2023-01-05 15:00:00,20,15,2,0,0
226.58557533669932,66.95722877810866,625.254073102923,130.72122363419058,50.14796662017305,1.0,341.66765989848636,450.1526241786854,72.0101600262816,0.43418865069083057,13.038756365903906,0,1,27.83143546654489,31.53934004215775,10.285820965248607,16.64348289923056,2023-03-11 04:00:00,12,30,0,1,0
219.7720699182225,53.8632331781156,541.0550085327617,76.61038741593967,50.13187779241129,0.940096318492532,506.98153867468477,730.5856344363327,59.28510812423727,0.5087964277474276,8.645275542556462,0,1,23.559446349662366,69.67432476041095,3.8468181490283806,1.3150693212647706,2023-02-09 12:00:00,5,24,2,0,0
215.71958087045567,60.35249334723753,493.6876986888752,92.12026637513759,50.563894013555824,0.989925066895361,454.77455582305373,518.6137865495729,71.82771611778524,0.42015272032003675,10.26461804137707,1,0,25.382921875048226,65.2182379680335,4.495160556519257,3.3767202743622624,2023-01-25 13:00:00,22,29,3,0,0
224.44815397811718,50.819955564135604,305.0438282245633,76.06668815431209,49.629883873725646,0.9500901753178207,561.275235006324,414.3691869524247,70.12779058331778,0.5488520138474009,10.956447880325246,1,1,23.53274738635065,83.7206395375715,5.471104422576181,6.750723438260248,2023-02-04 01:00:00,7,4,2,1,1
212.8762590689327,43.4999741917654,504.693490206037,98.17848279293946,51.558840564604026,0.9940529446028716,513.4873330800648,515.5433100574518,71.55233420126343,0.5591289589293473,10.389548011256135,0,0,28.593785468316646,58.45752740521064,4.86685310133928,25.396248371680464,2023-01-01 23:00:00,15,24,0,0,0
222.5796960885205,51.777501062680315,484.9385985370067,98.45011400214024,50.09372969104446,0.9828203282744986,532.5340277841555,572.000438080081,86.07272972003804,0.5063107121492024,9.808773953176159,0,1,25.08025967058723,41.48366741900496,4.730525873517375,3.3960090342429474,2023-03-07 07:00:00,16,14,2,1,0
226.70225223011573,46.0377032189824,282.2032267805312,59.49920172647654,49.77752680455237,0.9272389709558647,525.4850110558923,457.34997839566734,82.35566898302572,0.5191362254111611,10.152384842897444,0,0,19.261483803665733,52.22752065258149,4.987177565256318,0.19866779320088354,2023-03-16 13:00:00,3,14,3,0,0
213.95179490654397,41.432279061732075,734.3654052812625,136.33511259150208,50.36607561302737,0.8824146233987676,501.55202899023914,545.6685230891478,75.48668043162752,0.5901619448924744,8.230822106381007,1,0,31.582178417132262,30.3290378719674,2.456619716961392,1.8511398751541734,2023-02-22 07:00:00,1,15,1,1,0
220.49666152714613,44.41698246053969,454.5205282622307,112.91780840551785,49.85024248122626,0.9399657390812335,473.71333186347215,354.5489605087254,74.39719250972018,0.4138587270813658,9.928197404799784,1,0,29.021041494299723,53.12051404047408,5.298882305227435,1.4252442809508885,2023-01-22 14:00:00,0,3,3,0,1
211.20630256788442,60.07513689836922,580.212845861812,127.24264807370159,50.19747898516165,1.0,480.8483724507396,553.1963928566554,66.5849254108847,0.506887463951377,9.639794797297284,1,0,30.115830400310493,54.372394127466656,7.412229178389065,5.192227596267824,2023-01-18 21:00:00,14,12,0,0,0
232.8667990162493,56.820520657126195,523.3848025789598,106.82431684984067,49.49968531375838,0.9710134264528281,699.7130260738807,498.20490937564614,72.98912064399632,0.5435946323899337,8.809662001849642,0,1,31.981387699434357,84.98518620770844,4.038094540623146,0.8978621217941936,2023-01-28 06:00:00,16,23,3,1,1
